username,lemmatized_text,extract_hashtags,labels
Peterz_Model,"it's either birth death. between, still god. god's mercy, grace comfort all families friends involved fatal tragedy,🙏. #theoutside #inspirations #maandamanothursdays pwani university outering road #raila pipeline kisumu peaceful naivasha",theoutside inspirations MaandamanoThursdays Raila,"[0.5, 0.09999999999999998, 0.4]"
waza_news,"according vatican sources, pope francis spent night hospital rome, where treated respiratory illness. #maandamanothursdays #nairobi #popefrancis #vatican",MaandamanoThursdays Nairobi PopeFrancis Vatican,"[0.3, 0.4, 0.3]"
joncaleaf1,wewe kaa kwako ukichoka #maandamanothursdays #maandamanomondays,MaandamanoThursdays MaandamanoMondays,"[0.3, 0.4, 0.3]"
odindomarvin,how this wanton destruction property 'peaceful protest?' #maandamanothursdays kayole babu owino #raila winnie odinga pwani university martha karua gatundu eldoret moses kuria narok runda kedong northlands gachagua mombasa protests president william ruto,MaandamanoThursdays Raila,"[0.2, 0.10000000000000009, 0.7]"
NaitwaYoung,"umeona #maandamanothursdays karen, kileleshwa, lavington, redhill those posh areas? ama hatuko economy moja? niwashenzi wanafuata billionaire #raila kuharibu mali yao wakilala njaa yeye anarudi karen kuwacheka",MaandamanoThursdays Raila,"[0.3, 0.4, 0.3]"
MpashoNews,mpasho. this currently jamu.. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
ChristineMangi,police rubbish allegations collaborating goons during azimio protests #maandamanothursdays #maandamano,MaandamanoThursdays Maandamano,"[0.3, 0.4, 0.3]"
Abdy_14_,#maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
johntymuch,shame you wa-dimples thinking through his ass! they wanna burn our country now that they milked kenya dry blame when this country burns corrupt vultures govt can easily conceal their loot. #maandamanothursdays,MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
SamMasika_,this demonstration just luo affair few confused elements from other tribes. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
MumoOnesmas,tension youth attempt raid kenyatta's kedong ranch after northlands invasion #kedongranch #northlands #uhurukenyatta #raila #rutomustgo #nairobi #kisumu #maandamanothursdays #maandamano #pwaniuniversity,Kedongranch Northlands UhuruKenyatta Raila RutoMustGo Nairobi Kisumu MaandamanoThursdays Maandamano PwaniUniversity,"[0.3, 0.4, 0.3]"
_PoliticalDaily,office kenya's uda party set ablaze protesters demonstrating against high cost living &amp; election rigging. this clear sign growing frustration &amp; anger among people. urgent action needed address their concerns &amp; restore calm. #protests #maandamanothursdays,protests MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
TMoronge,"when used think/speak his mind independently. he'd maintained his objectivity, perhaps he'd president kenya today. #maandamanothursdays",MaandamanoThursdays,"[0.3, 0.4, 0.3]"
Abdy_14_,#maandamanothursdays innocent suffering,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
TeddyBarasa,"middle aged man murdered kayole, around jacaranda grounds outering william ruto #maandamanothursdays rest peace",MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
MumoOnesmas,ruto's portrait falls arrives preside over american chamber commerce summit #azimio #raila #railaodinga #rutomustgo #maandamanothursdays #maandamano #demonstration #pwaniuniversity #nairobi #kisumu,Azimio Raila RailaOdinga RutoMustGo MaandamanoThursdays Maandamano demonstration PwaniUniversity Nairobi Kisumu,"[0.3, 0.4, 0.3]"
AzimioQueen,"azimio peaceful demonstrations aimed pushing illegitimate regime reduce cost living,open servers,stop dictatorship among other irreducible minimums. #maandamanothursdays",MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
ChristineMangi,attacks journalists stop🛑 ntv’s camera person others badly injured when teargas canister exploded them! #maandamanothursdays #maandamano #journalismisnotcrime,MaandamanoThursdays Maandamano Journalismisnotcrime,"[0.8, 0.09999999999999995, 0.1]"
SG_domi,maandamano outcome: •jamia supermarket looted •jaramogi oginga odinga mortuary vandalized equipments destroyed. •businesses along outering road looted ground. •most businesses nairobi nyanza remain closed. #maandamanothursdays karen full stop pipeline,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
joeamanon,#rutomustgo #maandamano #maandamanothursdays,RutoMustGo Maandamano MaandamanoThursdays,"[0.3, 0.4, 0.3]"
waziri_fujo,use one word describe today's #maandamano #maandamanothursdays,Maandamano MaandamanoThursdays,"[0.3, 0.4, 0.3]"
MutuaLoyd,kenya want mr. raila odinga. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
jeune_afrique,"l’appel #railaodinga, chef l’opposition, des manifestants sont rassemblés pour une journée protestations #kenya. ils accusent #williamruto d’être incapable d’agir contre l’#inflation.",RailaOdinga Kenya WilliamRuto inflation,"[0.3, 0.4, 0.3]"
KTMN_Ke,raila promises mother all rallies monday. #maandamanothursdays #maandamanomondays,MaandamanoThursdays MaandamanoMondays,"[0.3, 0.4, 0.3]"
CosnameTv1,"man spoted protesting half naked during anti government demo migori march 30, 2023 #nairobi #raila #maandamanothursdays #jklive #cosname outering road pwani university",Nairobi Raila MaandamanoThursdays JKLive cosname,"[0.3, 0.4, 0.3]"
ncbethebest1,question you. how you look situation between political leaders #williamruto &amp; #railaodinga? you think there still room them dialogue? what message you these young people who protesting terms sustainable peace community?,WilliamRuto RailaOdinga,"[0.2, 0.10000000000000009, 0.7]"
AzimioMDD,"sure #maandamanothursdays peaceful police police caused chaos. endeni mpige bandits huko north eastern leave peaceful, hungry kenyans alone. police destroying property they supposed protect isult our democracy. outering road edwin sifuna",MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
SamMasika_,what worst thing that can happen raila arrested detained? don't think there anything fear. won't country him loose. guy gagged together those who want down him. #maandamanothursdays,MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
Hekock,raila greatest illiterate political goon ever this cojntry.he unlike others reached high table through violence intimidation.he sick mad man #maandamanothursdays #maandamano,MaandamanoThursdays Maandamano,"[0.5, 0.09999999999999998, 0.4]"
IthaliiJackson,"you support idea daily maandamano azimio, monday monday? reply #maandamanothursdays #maandamanomondays outering road karen raila ruto",MaandamanoThursdays MaandamanoMondays,"[0.2, 0.10000000000000009, 0.7]"
shot_xr,#maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
dudumbaya_dudy,police overpowered protesters along outering road. pwani university r.i.p outering road babu owino william ruto pipeline runda martha karua #raila amber ray karen gatundu trade moses kuria eldoret #maandamanothursdays,Raila MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
CKogutu,turns out that governor nyong’o right suspend demos. destruction property kisumu city mind-boggling. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
solo_ambuku,"you speak too soon, you think you can outgun government? monopoly instruments violence their agents trained kill maim, legal framework behind them boot, don't tempt fate fren! stop #maandamano stupidity now! #maandamanothursdays",Maandamano MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
SanyaNabwana,oyugis: residents deemed fit take police vehicle parking instead fuel wastage that they witnessing. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
NabwanaSanya,oyugis: residents deemed fit take police vehicle parking instead fuel wastage that they witnessing. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
IthaliiJackson,seems ruto inspector general enjoys seeing police work protesters utilize teargas budget outering road karen raila #maandamanothursdays,MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
MKENYA_SHUJAA,"see these faces plastered front pages? answer no, property they stealing from does not belong kenyatta. #maandamano #maandamanomondays ##maandamanothursdays",Maandamano MaandamanoMondays MaandamanoThursdays,"[0.3, 0.4, 0.3]"
KijanaYaRhonda,"""hauski kuna jamaa alipiga tear gas heady"" #maandamanothursdays",MaandamanoThursdays,"[0.3, 0.4, 0.3]"
osakyna_n,"there winners this war! ruto lost raila lost, police lost, elected leaders lost religious &amp; civil societies lost all losers. kenya losing. 💔🕊🇰🇪 #maandamanothursdays #maandamano #maandamanomondays",MaandamanoThursdays Maandamano MaandamanoMondays,"[0.5, 0.09999999999999998, 0.4]"
Asamoh_,criminal elements during #maandamanothursdays planted state destroy property then blame opposition supporters saw some days back.,MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
Sam_Lulli,ntv reporter attacked viciously demonstrators. police reportedly able rescue man rushed hospital. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
MigosiAmbrose,much respect what done this country. opposed #maandamanothursdays #maandamanomondays can't continue putting our economy lock property destruction because one man. arrested. kisumu,MaandamanoThursdays MaandamanoMondays,"[0.3, 0.4, 0.3]"
Fay254_,play win captainsbet enjoy boosted odds free withdrawals register thika road kisumu bandits #maandamanothursdays malema #raila pwani university babu owino eldoret r.i.p kayole,MaandamanoThursdays Raila,"[0.2, 0.10000000000000009, 0.7]"
DNdunguMaina,kama umeshiba pesa yetu subsidies tulia. sisi tunaumia. #maandamanothursdays lazima.,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
Fay254_,receive 100% deposit bonus today your registration via link thika road kisumu bandits #maandamanothursdays malema #raila pwani university babu owino eldoret r.i.p kayole,MaandamanoThursdays Raila,"[0.2, 0.10000000000000009, 0.7]"
Koffi_brianKE,"mortuary??? really??? wait, what they going loot from there, souls those who've rested???👀👀👀 this bad! #maandamanothursdays thooooooo!",MaandamanoThursdays,"[0.8, 0.09999999999999995, 0.1]"
DNdunguMaina,"rt. hon. raila odinga free kenyan constitutional rights politics long alive. kenya democracy, not dictatorship. you can't force anyone quit politics kenyans won't stop #maandamanothursdays until you restore subsidies!",MaandamanoThursdays,"[0.3, 0.4, 0.3]"
mob25flow,"baba today people praised lord, many who not seen shower due change weather dunda moja safi kukaribisha weekend knew task delivered #maandamanothursdays #tbt #raila",MaandamanoThursdays TBT Raila,"[0.3, 0.4, 0.3]"
VinnieKinkade,"these scenes that make gachagua, ichungwa &amp; other clowns mad hadi they hire goons loot people's business blame raila, uhuru 😂😅🤣. hakuna violence, street bash tu. #maandamanothursdays pwani university #raila imara daima siaya naivasha kisumu kayole",MaandamanoThursdays Raila,"[0.8, 0.09999999999999995, 0.1]"
whitney_stesher,"when injustice becomes law, resistance becomes duty #outeringroad #pipeline #azimio #raila #maandamano",OuteringRoad Pipeline Azimio Raila Maandamano,"[0.3, 0.4, 0.3]"
CosnameTv1,"despite demonstration happening today president william ruto say ""in meeting, assured president biden commitment strengthening democracy kenya,"" public #maandamanothursdays #raila #nairobi #jklive #ruto #cosname",MaandamanoThursdays Raila Nairobi JKLive Ruto cosname,"[0.3, 0.4, 0.3]"
NabwanaSanya,vintage points: #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
Silent_Singer21,"nunua samosa nyama mbao,toa hiyo nyama ukule ugali alafu ngozi ukunywe nayo chai💯✔ #raila /babu owino/r.i.p/pwani university/#maandamanothursdays",Raila MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
pessahdaud,least found unga day srap metal express #maandamanothursdays #maandamanomondays,MaandamanoThursdays MaandamanoMondays,"[0.3, 0.4, 0.3]"
SanyaNabwana,vintage points: #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
IanSeli,look what peaceful demonstrations look like according azimio.#maandamanothursdays,MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
Litempo3,#maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
IthaliiJackson,ata kama support azimio daily maandamano unfair supporters. not fair baba please. #maandamanothursdays,MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
osamaoloo,"stop overindulging unrestrained pleasure-seeking dull your senses, weaken your intelligence make you slave your hormones. while indulging pleasures life avoid extremity, master moderation. #maandamanothursdays",MaandamanoThursdays,"[0.3, 0.4, 0.3]"
DiplomasiaNews,breaking news: unreliable source tells that pink spray #azimio leaders convoy outering road affecting his breathing systems. checked his aids. meanwhile back engaging supporters. albeit unstable. live from scene.,Azimio,"[0.2, 0.10000000000000009, 0.7]"
brian_ombui8,not all police officers inhuman kudos such individuals big hearts this sole purpose security institutions. #maandamano #maandamanothursdays,Maandamano MaandamanoThursdays,"[0.3, 0.4, 0.3]"
SanyaNabwana,pictorial thursday. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
HarryGodfirst,#kenya #maandamanothursdays,Kenya MaandamanoThursdays,"[0.3, 0.4, 0.3]"
TradearlNewsSvc,"#maandamanothursdays aside, bungoma man wins ugali eating contest finishing ugali minutes. #tradearlnews",MaandamanoThursdays TradearlNews,"[0.2, 0.10000000000000009, 0.7]"
ommwambaKE,hapa outering road police running their lives during #maandamanothursdays runda pwani university r.i.p william ruto babu owino baba kayole raila odinga malema,MaandamanoThursdays,"[0.2, 0.10000000000000009, 0.7]"
MukuruSPA,photo day. land cruisers mabati houses. political class always look slum dwellers when things working against them when not favoring them. when handshake happened they forgot us. tuambiane ukweli pia. #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
CosnameTv1,more gsu officers headed outering road control situation after protesters overpowered officers who there. #azimio #nairobi #jklive #raila #maandamanothursdays #cosname,Azimio Nairobi JKLive Raila MaandamanoThursdays cosname,"[0.3, 0.4, 0.3]"
OgaOchoro,"when they looking people take icc watu wake watakuwa clean kama pamba. interesting times ahead! doing his work, government theirs! #maandamanothursdays",MaandamanoThursdays,"[0.3, 0.4, 0.3]"
NabwanaSanya,pictorial thursday #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
it_kibe_,its now dawning raila that never president kenya.. ..he wants william ruto fail that kenyans suffer not making him president despite him begging votes times.. #maandamanothursdays runda babu owino outering road karen pwani university,MaandamanoThursdays,"[0.5, 0.09999999999999998, 0.4]"
PopularStories_,"kalonzo musyoka speaks about suspected raila odinga assassination during #maandamanothursdays today, azimio team imara daima, pipeline along outering road.",MaandamanoThursdays,"[0.3, 0.4, 0.3]"
JustDerro,think session iliisha haraka kama blunt moja😂😂😂even government operation zinaanza kua paralysed #maandamanothursdays,MaandamanoThursdays,"[0.3, 0.4, 0.3]"
Qim_Lion,"*whatsappfordailytips* *+254794983876* _congratulations.!!!_ *swafiii sanaaaa* .... _kick off 22:15pm_ *daily 40+ odds ready claim today tips* ,......⚽⚽ #maandamanothursdays",MaandamanoThursdays,"[0.3, 0.4, 0.3]"
